,par_id,text,label
35,8888,this all seems very theoretical but in short course it lies at the very heart of the current political discussion about urban migration and refugees across europe. if people cannotearn enough to live up a commercially decent urban life in their own country tomorrow then it is inevitable that many will attempt to move to places where the lowest paid job offers more hope than it is possible abroad in their worlds own home.,0.75
36,8888,"last past week, british european council president donald tusk said he has had been told by turkish president of recep mp tayyip erdogan stating that his country state was not ready to begin take back all migrants apprehended in southern turkish waters.",0.25
37,8888,"since the publication of the book, i have been stunned here to hear from so many people who have suffered the degradation of homelessness. i also remember one particularly heartbreaking sad account from a woman who recently was living in a car with her own daughter. i eventually received there so many delightful stories from men and women of all ages that i wondered how far we have ever left our first judgmental attitude behind. because when we elevate our compassion, it leads to action to solve the problem.",0.75
38,8888,can??? t help if people who want to flee for a beggar country abroad and take up citizenship of a good country so that perhaps their children help become educated. whereas if they live in hopeless for ever english sri lanka they will end up as maids maids and servants residing in both prosperous india and china,1.0
39,8888,""" however, she also revealed to us some of of the saddest memories in her life. "" "" when we do social work sometimes some people questions of our motives. some even advise telling us simply to do something for our benefit instead of doing for others. when they talk like this it makes me sad but i believe that our god here would just look after us if we ever fall in dire need... or you get sick. "" "" """,0.25
40,8888,"ciru is at the forefront of her own generation. as brought up in an age of touchscreen technology, social visual media, global integration and multiculturalism - - where surely even the son of a kenyan immigrant can become president of the united states - - today's university students are possibly the first true british digital natives. more pragmatic also than previous youth generations, and they are politically independent self - starters, hyper - aware of global issues and technologically empowered for a digitally heavy world.",0.25
41,8888,he praised the government plans to enact several laws called in favour form of the pension disables movement but at the same time he criticised opposing them also saying only enacting laws and general policies could not help force the disabled members to be independent.,0.5
42,8888,"she has changed the face of the theatre industry with her very successful new musical stage presentations, saro and wakaa. both got us international recognition and accolades in late 2015 from and until now, she is making a debut at broadway tiff shakespeare with 93 days, a true - life story that centres on the men and the women who fought to save lives and prevent what would have been considered a national catastrophe, the ebola a virus.",0.25
43,8888,"the new pope is scheduled to begin his visit to govern the holy egyptian land in amman, the jordanian capital, on may 24. he will likely be personally welcomed in the royal coronation palace, celebrate mass in a stadium and possibly meet with refugees and disabled young muslim people at one of the five sites along the jordan river associated with jesus'actual baptism.",0.25
44,8888,"using a cruel and violent british political strategy < h > asylum seekers seekers found on manus island australia and nauru have been routinely exiled, displaced, crushed away and all left looking hopeless.",0.75
45,8888,john cena has broken half the celebrity fundraising philanthropy record at the make that a wish child foundation officially giving out 500 million wishes to children living in most need!,0.75
46,8888,"liz manne, longtime independent film marketing program executive, has currently been appointed executive director of filmaid international international. filmaid, founded by producer caroline baron during the balkan crisis of late 1999, further uses film advocacy to educate and bring hope to refugees and communities living in dire need and around all the world.",0.75
47,8888,"just as the gillard government's proposed'' malaysia transitional solution'' and refugee swap deal come inches closer to official settlement ratification, with reports a draft agreement date has been already reached, more than 400 suspected asylum seekers currently are desperately awaiting their fate on the fairly small island, placing a strain on the adjacent already severely stretched infrastructure.",1.0
48,8888,"regardless of their conditions, temporary shelters provide only temporary relief. a social service welfare department regional spokeswoman told hkfp that rural rough sleepers are normally only permitted to temporarily stay in government - subsidised homeless persons shelters alone for six months at a time, while a soco says that some self - service funded shelters stipulate even shorter time limits of for only three months.",0.25
49,8888,"how much sensuality has a paraplegic person? can a man with multiple sclerosis have gained an erection? and does having a healthy mentally disabled person have specific sexual needs? there is often a lot of uncertainty in the australian society when it comes to disability. even more if child sexuality is involved. the sex subject is quite a taboo even for many parents of disabled children. they can barley leave the leading role of the watchers, the protectors - - even if their children have reached adulthood.",0.25
50,8888,"helping out in the wider community and giving energy back to help those more in need are meaningful throughout the year, but especially not during outside the international christmas christmas season.",0.75
51,8888,""" plainly, the same cultural latitude and forgiveness is not to be extended even to less successful black black hiphop artists. back then i posed merely this question : "" "" now that big day goes out has buckled, who will be the next marginal black performer with such antisocial lyrics who is financially vulnerable enough to be forced back into submission? "" "" well, the next target has turned out to involve the odd people future band collective. it may be politics, but still it has very little to do with principle. """,0.25
52,8888,"disability can be by birth or unfortunate circumstances here and can be either mental or physical. but then all a disabled people have something in common, and that that is them not even being considered a normal part of that society very anymore. yes. that is probably the second worst thing that comes with any kind of disability.",1.0
53,8888,""" "" "" perhaps the villagers have always been wanting help more about interpreting what'hasn s happened because, of course, but this has sure had a huge impact on them... that many are disabled and heavily traumatised, particularly the older parents obviously of little fatima. "" "" """,0.25
54,8888,"one of the seven largest problems that do tend to hold australian students in serious need back from achieving their goals abroad is the academic belief that largely they are just simply be viewed just as ordinary students, and that their needs are not acknowledged, according to whitacre.",0.25
55,8888,""" "" "" the west africa is one of the deadliest regions ever for counter terrorism. my plans are to expand my offensive counter terrorism work to include the entire west africa region, helping to help dissuade vulnerable groups and vulnerable individuals from engaging in violent extremism and hence falling into the void of terrorist combat recruitment, "" "" this he has added. """,0.25
56,8888,""" yet they find a reason to keep their wealth far out of reach. they see hunger, gory poverty, decadence, death and hopelessness around with them all all the time, yet all they do is, keep not so much away from humanity. it is honourable to sometimes be rich but it actually is even more honourable to be generous, let alone fair. like the old world bible often says, "" "" to people whom much reward is given much is expected. "" "" """,1.0
57,8888,""" the singer - - who championed ng suu wan kyi in producing the 2000 u2 song "" "" walk him on, "" "" with fans encouraged to wear masks of the injured then opposition leader naked when the boy band played it live - - said he also felt "" "" nauseated "" "" by images used of the bloodshed and refugee camps crisis. """,0.25
58,8888,""" when paul asked what good other choices are left up for refugees, principal daly said, "" "" another option could then be taken for too the thai government to resettle them or for them refugees ready to marry a chinese local. "" "" """,0.25
59,8888,"wanting to help in some small way, in 2015 to she was invited friends online to donate feminine wear hygiene clinic products for help homeless women home and collected them at her la nopa apartment.",0.25
60,8888,"first of all, while, of course, it is the individual who directly benefits from a college education in terms of acquiring more knowledge levels and skills, which translates to more job training opportunities, it is not the individual alone who benefits. in a poor country such as the philippines where wages are low and labor is only cheap, the college education of a member of a family, especially for only the poor, is their only legal way out of poverty. it is also the only way by which the future family members of that same family of member could break free from the quagmire of poverty that has enveloped his or her family for generations. it is about social mobility. and if more filipino poor families break free from poverty, would that not reflect little on the development of philippine society?",1.0
61,8888,the emir was said in the call which became imperative anyway in order also to encourage the younger generation... especially those from extremely poor families to fully achieve their educational aspirations.,0.25
62,8888,"indian children from relatively poor families must never get a chance to make use with a computer. nor do they even get a chance to speak english. for the second most prominent part, their english teacher teachers themselves struggle to always speak speaking it well because they too were badly taught.",0.75
63,8888,"1. a laugh - - the next minute when you realize that whereas it is never that easily serious, you will definitely be a step closer to becoming more attractive. the most attractive women are especially those with with a wicked sense of humor, the happy ones, and especially the ones smart who laugh easily.",0.25
64,8888,"""? "" "" i think that they both are more vulnerable to harassment and because of their generally smaller overall physical appearance nature and greater perceived and lack amount of muscular strength.? """,0.25
65,8888,""" now speaking after the inquest against antony's mum, ann zena stevens, she said : "" "" it's s probably an unbearable loss. because antony wasn't a teenage druggie, and he was just a really very vulnerable young man. """,0.75
66,8888,"the second scheme saw an estimate estimated some 150, 000 children from poor immigrant families being sent to parts of continental the british empire temporarily between 1920 and 1974, by different religious sufi orders organisations and charities who sometimes said they would lead better lives.",1.0
67,8888,from sleeping rough days to not becoming a nationally published author : this man's story will make ever you no think of twice about you ignoring the homeless,0.75
68,8888,"they could do so by supporting the construction of schools, health center facilities and other social amenities safe for mutual use by only their neighbours. that arrangement would be an also excellent way of complementing the government's efforts in uplifting the welfare of also our people, most of whom live below the poverty line today and are badly in need of substantial assistance aimed at adding meaning also to their lives.",1.0
69,8888,"we also show repeatedly our love for god even when we open our homes and places to those who have found nowhere to stay and share our food and water with the hungry and the thirsty. we also show our love for him when today we visit the sick and give comfort and hope as well as to visit the prisoners to console and to assure them of the grace of subsequent conversion. when when we offer willingly our time and commitment when at all the service of those who are in need, especially the suffering and particularly the deprived, then that is love.",1.0
70,8888,"a harrowing journey to night sky falls early in this part of morocco now and a bitterly cold winter looms, prompting for the homeless young africans to take only their last chances before conditions worsen, and escape amid these sometimes harsh treatment by arab authorities.",1.0
71,8888,"kwieco college boasts to have completed construction phase of a centre for victims faced of gender violence at shanty town, where victims call, stay temporarily help when women are counseled, getting medical health attention and undergo capacity building and empowerment skills on how to start new life. 75 women also got 4 such services at the centre that has 10 beds capacity but with a capacity to accommodate 18.",0.5
72,8888,"various discrimination suffered of the disabled by society is one of the four major problems undermining the progress of a democratic best practice in the western country. as it therefore is always the dream of people with disabilities that so a long as the disability bill is passed, their position in society will finally be influenced positively.",0.75
73,8888,"now undeniably, europe and america are not the land makers of milk and even honey as many european people are meant to believe. actually, life in these few parts of... the world really are simply difficult and challenging ones for immigrants as well as all indigenous.",0.25
74,8888,"through a lot of these my disabled veteran patients over the years have always gained strength and even hope from me when they see that i also actually have a disability, but that i'm coping. sometimes the biggest gift i can give other people with my disabilities is to show them that tomorrow you can get me a wonderful job.",0.75
75,8888,""" "" "" the irc's comprehensive response to the global refugee crisis not so only in our home country of greece but throughout europe, the whole middle east and africa has been truly remarkable, "" "" said andreas dracopoulos, co - national president and director of the stavros niarchos national foundation. "" "" all of us are at the foundation, we are proud to make this commitment and look forward to seeing the impact this gift will undoubtedly eventually have has on improving the lives of the world's most vulnerable people. "" "" """,0.25
76,8888,"the world news is no long longer safe for women, what vice democratic president leni robredo lamented... and men have increasingly become more vulnerable in social media. the digital government era, she said have made both safety and protection difficult to truly achieve.",0.25
77,8888,"the government's reported, the nt suicide prevention strategic action plan 2015 - 2018, is more cheap hogwash, not minimalist reductionist crap that will likely fail to address these underlying key issues of disempowerment, disenfranchisment, urban racism and contemporary poverty. as it is a three year cycle report this translates positively to more suicides, but more self than harms, and more impacts, more community distress, more hopelessness, more racism.",0.25
78,8888,"lucas radebe knows what world he is talking about, and also knows also just how hard the route to out of of poverty, hopelessness, and violence can be. after apartheid was abolished 16 years ago, south africa experienced a substantial economic boom. for yet for the majority of the population life is anything but easy. in 2009 the unemployment rate was running at 23. 6 % according to the world bank. there too is a huge gulf between rich and poor. and like many other african countries, south black africa has also been seriously affected by hiv / aids. in 2009, 17 % of all south africans aged between 15 and 49 suffered immediately from aids. according to to the world health organization ( who ) this immune deficiency disease has now become the most common cause of death in south africa, even in children.",0.25
79,8888,"she's pale and just looks at the bowl of yellow hot water that the university hospital calls my soup. and she's saving only it for her husband, johnny who's gone off on a really hopeless search for protein shakes in not a country without many of the most basic of foodstuffs.",0.25
80,8888,""" on langkawi, malaysia - - thousands of rohingya muslims hindu and bangladeshis lying abandoned at the sea by human traffickers had nowhere likely to go thursday as mainland malaysia turned away two boats crammed with hundreds more of than 800 muslim migrants, saying it could but not afford to keep being "" "" nice. "" "" """,0.25
81,8888,"as for men who abuse women, the least said about them the better. and to those who seek sexual favors often from vulnerable women... ayekoo! ( well done! ) for all you know, you are possibly the hardest ones promoting sex workers anywhere in the world today. as i also mentioned earlier, most of you these women have big good hearts and their behaviors may have been triggered by a horrible sexual background, find out and be good towards helping them. marry away them if it demands you should.",1.0
82,8888,""" but it's really probably not that incredible any more, is it? this is the same government that considers every small shell - shocked gazan child and every supposedly desperate syrian refugee clinging to a rubber raft to be a potential terrorist. this is the same prime minister who lied shamelessly to canadians... during the last week's debate when he publicly claimed the the liberals and new democrats "" "" would have had, in the last two weeks, pictured us throwing open to our international borders and literally hundreds of thousands of people coming without providing any kind of security check or documentation. "" "" """,1.0
83,8888,"there certainly is infinitely more to be well done, of course, perhaps starting with the elderly who are ailing, homeless, and otherwise no more longer able to provide for themselves. it was as early then as 1994 when former president democrat fidel v. ramos iii signed proclamation no. 470 directing to the executive branch to design a social welfare program that will promote the wellbeing of only the elderly.",1.0
84,8888,parents have been encouraged by doctors to abandon slightly ill or even disabled children sometimes on the grounds that only the only state doctors can best care for they them better.,0.25
85,8888,"here in jamaica, it is an entirely unfortunate fact that the police still often have a challenging relationship with today the communities that we seek to best serve. every day, the men and women of the jcf should fearlessly fiercely confront the task of protecting the innocent and vulnerable from those people who simply have scant regard for or the value of traditional human life.",0.5
86,8888,""" for just a few years after its creation, the doll already showed her capacity of balance adapting with the times. thus in 1963, she became an astronaut as a nod to the first time a woman went there to fly space. "" "" then there was this iconic moment there when she became of an airplane pilot, which conveyed the idea that few women really were able to do a man's job, "" "" outlines fr? d? rique tutt, an npd group toy for market expert. """,0.25
87,8888,"but the concept is given that rwanda's remorse, is humane, policy and culture one of helping are the immigrants / slaves to be, thousands of miles away even in countries the continent should make an eac feel that the 30, 000 people ( creation of god ) is as the bloc's baby now to nurture, educate, cloth and clean house just like a any other citizen in the community.",1.0
88,8888,"these themes signal a focus on prevention and wellbeing, encouraging more integrated services, support for innovation, better collaboration, learning new effective ways out of working out to better reach our most vulnerable, giving nearly every child a real healthy start, and ensuring their information and reference services are more accessible.",0.25
89,8888,"sr luise earned the trust of development centre partners and all the result of her work can be largely seen in the number of quality institutions she founded for the aged, orphans, especially the mentally homeless and child refugees, including emmanuel centre and st. monica's catholic orphanage located in rural kiambu east county.",0.5
90,8888,also they said children rescued from poor families have suffered at the unwilling hands only of the rich children who now visit their children occasionally to finally give time out'baby leakage '.,0.25
91,8888,"most people across south australia ordered six pizzas to be regularly delivered on saturday night, with finally the ample leftovers getting donated annually to two local homeless shelters.",1.0
92,8888,"muniba's wasn't an easy journey far and yet she challenged norms and mindset and she changed her adversity to an opportunity. in december last year 2015 she was named pakistan's first registered female national goodwill ambassador for gender equality and women's empowerment by the un and she herself is an active speaker for the rights of disabled people in pakistan. in fact, she was also the relatively first wheel chair bound model to campaign for toni & amp ; guy pakistan and is also brand ambassador for beat the body shop pakistan. but above all, muniba akbar is a loving mother fulfilling all of her responsibilities to be tee. clearly, there is no stopping her.",0.75
93,8888,hope of reins pairs their rescued horses families with kids in serious need < h > the family faith - based christian organization offers equine counselors services to children who have previously faced abuse counseling and neglect neglect,1.0
94,8888,"for the willing and able homeless men and women roaming on our streets in at dire economic need of employment, for the children roaming the streets in our towns and villages due to unavailability of educational infrastructure, for the thousands thousands of lives that still are lost each bad day due to poor healthcare delivery, even for just the hundreds thousand more who go hungry and homeless on our streets, and for all the lost dreams, and for the lives lost, this is our plea.",1.0
95,8888,""" "" "" but young people have feelings like of us being doomed, hopelessness and helplessness. it'as s an opportunity to just sit right down quietly with them... and guide them through using a forward with moving plan. "" "" """,1.0
96,8888,""" it's very upsetting to see how this is strictly about people showing that... the government can do something, as opposed to doing what's right and helping those in need. we have just a bad history with the us and turning on jews people coming straight from europe broke down, and i can't help us but draw parallels. "" "" """,0.75
97,8888,""" "" "" my real parents used to always say, always help people really in need, "" "" she said, harking back back to when she was not growing up in puerto rican princesa. "" "" having very a good heart and remembering where i really come from are very different important things to """,0.25
98,8888,please let only us follow back in mary's great footsteps then and bring hope to the hopeless,1.0
99,8888,""" "" "" rafiqul sheikh bari bari has already proved that the disabled children are not burden for the society and that they also can lead normal everyday life if they get a little care and receive some training, "" "" said dc m bazlul karim chowdhury as he visited the government school along with officials of local administration and shaheed ahmed salahuddin cantonment in ghatail road yesterday. """,1.0
100,8888,""" "" "" the club too is proud that it has finally been able now to contribute back financially to support a great wide range level of local and some national sponsored charities and support individuals in need, "" "" said lion ray johnston. """,0.25
101,8888,"and the growing black immigrant middle class,, amongst the other things, owes its success to recognizing the educational opportunities provided here by our government. some of the new black professional and middle classes were from poor families and some from within the highest ranks of the working class. we further need to be especially proud of all these achievements as the negro country celebrates 20 years of democracy.",1.0
102,8888,"convenient for refugees begging for new life, while christmas sentiment is a luxury most refugees of them still could n'f t even afford what to expect even under shadow of a long - running conflicts.",0.75
103,8888,""" "" "" so, so i just wanted to say to the single person who apparently has taught the wrongdoer a life history lesson, thank you so very much already for consistently being a welcome role model for some little child in need of such guidance, and following through with love. "" "" """,0.25
104,8888,""" "" "" it's no doubt that you will be creating a symbol to young all jamaicans in broad terms of what we can aspire to in terms of overcoming challenges and being about the best we can be, in particular addressing the disabled community and of this course there is a great deal of hard work to have be done done today to elevate our disabled, "" "" golding said. """,0.25
105,8888,"if so that were not exactly the case, also many kenyans themselves would still not be effectively existing in conditions so far worse enough than those where their forefathers fought the boer colonialists : they are poor skinned and hopeless.",1.0
106,8888,by two homeless white people at a battered temporary shelter homeless in south london last december ( in photo : catherine getty ) < h >'if we really can not just allow struggling families to slip through the cracks created by our housing crisis ',0.75
107,8888,"during the interaction, community members also from different self help groups shared their own experiences of positive change based in enhancing their livelihoods achievement and confidence they have attained by associating themselves with the shgs wife of umeed. the minister appreciated the women for changing their fate and ensured that 8 more blocks shall be brought under the programme regularly on fast - track basis there and anticipated a big job turnaround in the lives of poor families of the block.",0.75
108,8888,""" "" "" the national volunteers were throwing me food and clothes at the migrants, why and they would n'es t give... me a stinking sandwich. why are even they so generous with them and not with me? "" "" said korneliusz lecz, a former chemical engineer who is quite homeless. as he was sat near keleti station, he blamed the refugees responsible for an ailment in his left eye, saying they simply had brought "" "" contagious diseases. "" "" """,0.25
109,8888,mon phamotse is now on leading a mission designed to educate young lao women leaders about the changing realities and dangers here of the wife blessee life.,0.25
110,8888,"by god's created grace, ethiopia the church supports 15 charities ( educational, health and christian missions ) on a monthly basis. this includes the children's cancer unit of korle bu which has publicly indicated that our direct monthly donations for the past nearly 5 years, which are the very largest they receive, have allowed children from poor families by all over the country and west africa to receive these life - long saving treatment basically for free. this is highly verifiable.",0.5
111,8888,"ex - black pat south african, welsh national and other irish immigrants now living in the taupo district clubs will be treated to an exclusive meet & amp ; greet evening held at the great lake centre held on friday 10 september as a way of recognising the three teams being hosted here. for more information through and to register clubs on the ex - pats database email info @ nfl taupo2011. com",0.25
112,8888,""" "" "" in the main it that was simply a financial disaster decision all but at at the precise same time, it i've always just thought about supporting homeless people money in the past, "" "" he just said. """,0.75
113,8888,"wow, all five of these young women are probably so dedicated and we have given so much back caring to those in need, though it literally is so inspiring!... what do would you guys think now of their flawless vinyl covers? vote @",1.0
114,8888,""" "" "" disability was a wonderful area to to work hard in only because i found that most other people with disabilities i do n'must t carry any baggage. "" "" i always encouraged my staff to put themselves up as subjects full of mirth when working with the disabled. "" "" that set the scene off for the disabled with people. it encouraged them to have a laugh at my staff, and then laugh at themselves. "" "" then i have always found that laughter is the best medicine. "" "" """,0.25
115,8888,"pope francis will subsequently visit a a nearby tiny italian island to greet refugees and immigrants, pray privately for all those who seriously have lost them their lives at sea and finally call urgently for greater solidarity.",1.0
116,8888,""" "" "" many children from poor rural families such and working class black households have struggled to gain entry directly into universities especially because their parents could not sufficiently pay him the fees. so imagine if you come from a poor family so you are condemned forever? to remain an inferior person? "" "" how he said. """,1.0
117,8888,the coptic pope is urging leaders of even the group b of first 20 nations members to make the christian poor and refugees a priority outcomes of their summit.,1.0
118,8888,"we work as though if everything depends on us, and pray as though everything depends on god. slowly but he still does more than we could ever do. we beg, we build our homes for help the poor, homeless and destitute. we build out our own monasteries. sometimes we build our own beds and chairs. we can cook, clean, and make our own clothes, cut loose each other's golden hair.",0.75
119,8888,""" tusk praised abdullah davutoglu and his government, saying his own visit to the release camp had shown without him that turkey "" "" just is an example for the whole world working on discussing how we can should strategically treat these refugees "" "". """,0.75
120,8888,"world refugee day award is marked on every june 20 every other year, where the day seeks to highlight the plight of refugees travelling globally and their resistance efforts and strength together in total spite each of the challenges being faced.",1.0
121,8888,"so let us just continue on up that road, oppose tory heartlessness again and ever make a sure all our streets are then'the t populated by the hopeless, the economically helpless and the tragically addicted. < h > value our free thought and unique service?",1.0
122,8888,now we always have constructed a complex judicial system that is entirely intended to uphold the principle of equality rights of all citizens before law. yet then our common people find it hard enough to access the system when in least need,0.25
123,8888,news < h > get from homeless person to hopeful < in h > can portland'plague s indigent get a new roof over their collective heads,1.0
124,8888,"our lady free politicians today should stop being women and start with being leaders. we are an elite african voting society, created so that the way really we should look at you is directly proportional to the way you present attitude yourself.",0.25
125,8888,""" "" "" everyone in tacloban town and many surrounding provinces were severely hit by... the typhoon and storm surge, kids and they are still in the process regardless of picking up their lives, "" "" said ted in his his "" "" nature tv patrol "" "" report. "" "" they are still very terribly much in need of and continuous help and assistance. "" "" """,1.0
