,par_id,text,label
31,8888,"""At this lavish event, the first of its kind in Badagry, the president of the association, Comrade Monday Denagan Honfovu, who is also president of the Badagry Municipality Youth Association, BCYA, said that the idea of helping vulnerable women came from the saying,"" If you empower a woman, you empower the nation. """"",0.75
32,8888,"Over the years, I have worked very hard to expose this national disgrace; our most vulnerable citizens in care homes have no voice, and FATE has been able to fill this gap by speaking out loud and clear for them and their families about abuses in care homes and, in particular, the over-medication of patients in these places.",0.75
33,8888,The former Jewish quarter in the town of Sulaymaniah in Kurdish Iraq is not a happy place: it is a slum where poor families are crammed into houses whose former size is well concealed under a thick layer of gravel and neglect.,0.75
34,8888,"""Anyway,"" he said, ""if a big male rock star who could do anything with his life decides to focus on the rights of women and girls around the world - well, all of that is worth celebrating.""",0.25
35,8888,"This all seems very theoretical, but in short, it lies at the heart of the current debate about migration and refugees across Europe. If people cannot earn enough to live a decent life in their own country, then it is inevitable that many will try to move to places where the lowest paid job offers more hope than is possible at home.",0.75
36,8888,"Last week, European Council President Donald Tusk said he had been informed by Turkish President Recep Tayyip Erdogan that his country was ready to take back all migrants intercepted in Turkish waters.",0.25
37,8888,"I remember a particularly heartbreaking report from a woman who was living in a car with her daughter. I received so many stories from men and women of all ages that I wondered how far we have gone from our judgmental attitude, because if we increase our compassion, it leads to action to solve the problem.",0.75
38,8888,"If people want to flee a poor country and take citizenship of a good country so that their children can get an education, they cannot help. If they live forever in a hopeless Sri Lanka, they will end up as maids and servants in prosperous India and China.",1.0
39,8888,"""But she has also revealed some of the saddest memories in her life."" ""When we do social work, some people sometimes question our motives. Some even advise us to do something instead of doing something for others. When they talk like that, it makes me sad, but I believe that God would take care of us if we ever get into distress or get sick."" """,0.25
40,8888,"Ciru is at the forefront of her generation. Growing up in an age of touchscreen technology, social media, global integration, and multiculturalism - in which even the son of a Kenyan immigrant can become president of the United States - today's university students are the first true digital natives. More pragmatic than previous generations, they are independent self-starters, keenly aware of global problems and technologically equipped for a digitally heavy world.",0.25
41,8888,"He praised the government for passing several laws in favour of the disabled, but criticised that only laws and guidelines could not help the disabled to be independent.",0.5
42,8888,"She changed the face of the theatre industry with her hugely successful stage performances Saro and Wakaa. Both received international recognition and awards in 2015, and now she is making her debut at TIFF with 93 Days, a true life story about the men and women who fought to save lives and prevent a national catastrophe, the Ebola virus.",0.25
43,8888,"The Pope is scheduled to begin his visit to the Holy Land on 24 May in the Jordanian capital of Amman, where he will be received in the Royal Palace, celebrate Mass in a stadium and meet refugees and disabled youth associated with the Baptism of Jesus in one of the places along the Jordan River.",0.25
44,8888,"A cruel and violent political strategy < h > Asylum seekers on the island of Manus and Nauru have been driven into exile, driven out, crushed and left hopeless.",0.75
45,8888,"John Cena has broken the fundraising record of the Make A Wish Foundation, which officially distributes 500 wishes to children in need!",0.75
46,8888,"Liz Manne, long-time independent film marketing manager, has been appointed Managing Director of FilmAid International. Founded during the Balkan crisis in 1999 by producer Caroline Baron, FilmAid uses film to educate and bring hope to refugees and vulnerable communities around the world.",0.75
47,8888,"As the ""Malaysian solution"" proposed by the Gillard government and the Refugee Exchange Treaty move inches closer to official ratification and a draft treaty is reportedly on the table, more than 400 suspected asylum seekers on the small island are awaiting their fate, straining an already stretched infrastructure.",1.0
48,8888,"A spokeswoman for the Department of Welfare told the HKFP that rough sleepers are normally allowed to stay in government-subsidized homeless shelters for only six months at a time, while some self-funded shelters allow even shorter periods of just three months.",0.25
49,8888,"How much sensuality does a paraplegic person have? Can a man with multiple sclerosis have an erection? And does a mentally handicapped person have sexual needs? When it comes to disability, there is great uncertainty in society. Even more so when it comes to sexuality. It is a taboo even for many parents of disabled children. They can hardly leave the role of guardians, protectors - even when their children have reached adulthood.",0.25
50,8888,"Getting involved in the community and giving something back to those in need makes sense all year round, but especially at Christmas time.",0.75
51,8888,"At the time, I asked the following question: ""Now that Big Day Out has buckled, who will be the next marginal black performer with anti-social lyrics who is financially vulnerable enough to be forced into submission?"" ""Well, the next target is the Odd Future collective. It may be politics, but it has very little to do with principles.""",0.25
52,8888,"Disabilities can be caused by birth or unfortunate circumstances and can be either mental or physical, but all disabled people have one thing in common, namely that they are no longer seen as part of society. Yes. That is the worst thing that comes with a disability.",1.0
53,8888,""""" The villagers wanted help about what was happening because of course it had an enormous impact on them... Many are disabled and severely traumatised, especially the parents of little Fatima. """"",0.25
54,8888,"One of the biggest problems preventing needy students from achieving their goals, according to Whitacre, is the belief that they are simply considered normal students and that their needs are not recognized.",0.25
55,8888,""""" West Africa is one of the deadliest regions for terrorism. My plans are to extend my counter-terrorism work to the entire region of West Africa to prevent vulnerable groups and individuals from engaging in violent extremism and ending up in the void of terrorist recruitment, ""he added.""",0.25
56,8888,"They see hunger, abject poverty, decadence, death and hopelessness all the time around them, yet all they do is to keep so much away from humanity. It is honorable to be rich, but it is even more honorable to be generous, let alone fair. As the old Bible says, ""To whom much is given, much is expected."" """,1.0
57,8888,"The singer - who championed Suu Kyi in the 2000 U2 song ""Walk On"" and whose fans were encouraged to wear masks of the then opposition leader when the band played him live - said he felt ""disgusted"" by the images of bloodshed and the refugee crisis.",0.25
58,8888,"""When asked what other options remain for refugees, Daly said,"" ""Another option could be for the government to resettle them or for them to marry refugees who marry a local."" """,0.25
59,8888,"In 2015, because she wanted to help, she invited friends to donate feminine hygiene kits to homeless women and collected them in her NoPa apartment.",0.25
60,8888,"First of all, of course, it is the individual who directly benefits from a higher education by acquiring more knowledge and skills, which translates into more employment opportunities, but not the individual alone. In a poor country like the Philippines, where wages are low and labor is cheap, a family member's higher education, especially for the poor, is their only way out of poverty. It is also the only way in which the future family of that family member could lift itself out of the quagmire of poverty that has surrounded his or her family for generations. It is about social mobility, and if more poor families are lifted out of poverty, wouldn't that reflect the evolution of Philippine society?",1.0
61,8888,"The Emir said the call was imperative to encourage the younger generation, especially those from poor families, to achieve their educational goals.",0.25
62,8888,"Indian children from poor families never get the chance to use a computer, nor do they get the chance to speak English. Their English teachers themselves often struggle to speak well because they, too, were poorly taught.",0.75
63,8888,"1. Laugh - once you realize that it's never that serious, you're one step closer to becoming more attractive. The most attractive women are those with a wicked sense of humor, the lucky ones, and those who laugh easily.",0.25
64,8888,??? I think they are more susceptible to harassment because of their lower physical condition and perceived lack of strength.???,0.25
65,8888,"""Anthony's mother, Zena Stevens, said after the inquest:"" It is an unbearable loss. Antony was not a drug dealer, he was just a very vulnerable young man. """,0.75
66,8888,"The programme saw an estimated 150,000 children from poor families sent by religious orders and charities to parts of the British Empire between 1920 and 1974, saying they would lead better lives.",1.0
67,8888,From sleepwalker to writer: This man's story makes you think twice about ignoring homeless people,0.75
68,8888,"They could do so by supporting the construction of schools, health facilities, and other social facilities that can be used by their neighbors, which would be an excellent way to complement the government's efforts to improve the well-being of our people, most of whom live below the poverty line and desperately need help to give meaning to their lives.",1.0
69,8888,"We also show our love for God when we open our homes and places to those who have nowhere to sleep and share our food and water with the hungry and thirsty; we also show our love for God when we visit the sick and give them comfort and hope, and when we visit the imprisoned to comfort them and assure them of the grace of conversion; when we willingly put our time and commitment at the service of those in need, especially the suffering and the needy, it is love.",1.0
70,8888,"In this part of Morocco, a harrowing night is now dawning early, and a cold winter is on the horizon, prompting homeless Africans to seize their opportunities before conditions deteriorate, despite sometimes harsh treatment by the authorities.",1.0
71,8888,"KWIECO prides itself on having completed the construction of a centre for victims of gender-based violence in Shanty Town, where victims call, stay temporarily when receiving counselling, receive medical assistance and undergo capacity building and empowerment to start a new life. 75 women received such services in the centre, which has 10 beds but a capacity for 18 people.",0.5
72,8888,Discrimination against people with disabilities by society is one of the biggest problems undermining the progress of democratic practice in the country. It is always the dream of people with disabilities that their position in society will be positively influenced as long as the Disability Act is passed.,0.75
73,8888,"Europe and America are undeniably not the land of milk and honey, as many people are supposed to believe; indeed, life in these parts of the world is difficult and challenging for both immigrants and locals.",0.25
74,8888,"Many of my disabled patients have gained strength and hope from me over the years when they see that I also have a disability but can cope with it. Sometimes, the greatest gift I can give to other people with disabilities is to show them that you can get a job.",0.75
75,8888,""""" IRC's response to the global refugee crisis, not only in our home country of Greece, but across Europe, the Middle East and Africa, has been remarkable, ""said Andreas Dracopoulos, Co-President and Director of the Stavros Niarchos Foundation."" ""All of us at the Foundation are proud of this commitment and look forward to the impact this gift will undoubtedly have on the lives of the world's most vulnerable people."" """,0.25
76,8888,"The world is no longer safe for women, complained Vice President Leni Robredo, and has become more vulnerable on social media. Robredo said the digital age has made security and protection more difficult.",0.25
77,8888,"The government's report, the Strategic Action Plan to Prevent Suicide 2015-2018, is a cheaper smorgasbord, minimalist reductionist crap that will not address the underlying issues of disempowerment, disenfranchisement, racism and poverty. Being a three-year cycle report, it means more suicides, more self-harm, more impact, more community hardship, more hopelessness, more racism.",0.25
78,8888,"Lucas Radebe knows what he is talking about, and he also knows how difficult the path out of poverty, hopelessness and violence can be. After apartheid was abolished 16 years ago, South Africa experienced a significant economic boom. However, for the majority of the population, life is anything but easy. In 2009, according to the World Bank, the unemployment rate was 23.6%. There is a huge gap between rich and poor. Like many other African countries, South Africa is severely affected by HIV / AIDS. In 2009, 17% of all South Africans between the ages of 15 and 49 suffered from AIDS. According to the World Health Organization (WHO), this immune deficiency disease has become the leading cause of death in South Africa, even among children.",0.25
79,8888,"Pale and gazing at the bowl of yellow water that the University Hospital calls soup, she saves it for her husband, who is desperately searching for protein shakes in a country that doesn't have many of the most basic foods.",0.25
80,8888,"LANGKAWI, Malaysia - Thousands of Rohingya Muslims and Bangladeshis abandoned by traffickers at sea had nothing to do on Thursday when Malaysia turned away two boats carrying more than 800 migrants, saying it could not afford to continue to be ""nice."" """,0.25
81,8888,"And to those who seek sexual favors from vulnerable women... Ayekoo! (Well done!) According to all you know, it is you who promote sex workers in today's world. As I mentioned earlier, most of these women have a good heart and their behavior could have been triggered by a terrible background, find out about it and be good to them. Marry them if it requires you.",1.0
82,8888,"This is the same government that considers every shocked child from Gaza and every desperate Syrian refugee clinging to a rubber dinghy a potential terrorist, the same prime minister who brazenly lied to Canadians during last week's debate when he claimed that the Liberals and New Democracy ""have opened our borders in the last two weeks and let literally hundreds of thousands of people come without any kind of security verification or documentation."" """,1.0
83,8888,"There is, of course, infinitely more to be done, starting with the elderly, who are sick, homeless and otherwise incapable of looking after themselves. It was in 1994 when President Fidel V. Ramos signed Proclamation No. 470, which instructed the Executive to devise a social program that promotes the well-being of the elderly.",1.0
84,8888,Parents have been encouraged by doctors to abandon sick or disabled children on the grounds that the state can take better care of them.,0.25
85,8888,"Here in Jamaica, it is a regrettable fact that the police still maintain a challenging relationship with the communities we seek to serve. Every day, the men and women of the JCF fearlessly take on the task of protecting the innocent and vulnerable from those who despise the value of human life.",0.5
86,8888,"""Just a few years after its creation, the doll proved its adaptability to the times. In 1963, she became an astronaut to wave at the first time a woman flew into space."" ""Then there was that iconic moment when she became an aircraft pilot, which conveyed the idea that women were able to do a man's job,"" outlines Father? d? rique Tutt, toy market expert for the NPD Group. """,0.25
87,8888,"But the concept is that Rwanda's contrite, humane politics and culture of helping immigrants / slaves to be thousands of miles away on the continent should make the EAC feel that the 30,000 people (God's creation) are the baby of the bloc that is now nurtured, educated, clothed and inhabited like any other citizen of the community.",1.0
88,8888,"These issues signal a focus on prevention and well-being, more integrated services, support for innovation, better cooperation, new ways of working to reach our most vulnerable, giving every child a healthy start and ensuring that information and services are more accessible.",0.25
89,8888,"Sister Luise has earned the trust of development partners and the result of her work is reflected in the number of quality institutions she has founded for the elderly, orphans, the homeless and refugees, including the Emmanuel Centre and St. Monica's Orphanage in Kiambu County.",0.5
90,8888,"They said children from poor families had suffered at the hands of the rich, who occasionally visit their children to spread ""leaks.""",0.25
91,8888,"People across Australia ordered pizzas on Saturday night, the leftovers of which were lavishly donated to local homeless shelters.",1.0
92,8888,"In December last year, she was named Pakistan's first national goodwill ambassador for gender equality and women's empowerment through the United Nations, and is an active advocate for the rights of disabled people in Pakistan. Indeed, she was the first wheelchair-bound model to advocate for Toni & amp; Guy Pakistan and is also a brand ambassador for The Body Shop Pakistan.",0.75
93,8888,Hope Reins connects rescued horses with Children in Need < h > The religious organization provides horse counselors for children who have been subjected to abuse and neglect,1.0
94,8888,"To the willing and capable men and women on our streets who are in desperate need of work, to the children who roam the streets of our towns and villages because there is no education infrastructure, to the thousands of lives lost every day to poor health care, to the thousands who are starving and homeless on our streets, to all the dreams lost and lives lost, this is our appeal.",1.0
95,8888,""""" Young people feel doomed, hopeless and helpless. It's an opportunity to sit down with them and guide them through a forward-looking plan. """"",1.0
96,8888,"""It is very disturbing to see the whole purpose of this is to show that the government can do something instead of doing what is right and helping those in need. We have a history in which the US has crushed Jews coming from Europe, and I can't help but draw parallels."" """,0.75
97,8888,""""" My parents used to say, ""Always help people in need,"" ""she said, recalling her time growing up in Puerto Princesa."" ""Having a good heart and remembering where I came from are very important to me.""",0.25
98,8888,Let us follow in the footsteps of Mary and bring hope to the hopeless,1.0
99,8888,"""Rafiqul Bari has proven that disabled children are not a burden on society and can lead a normal life if they receive a little care and education,"" DC M Bazlul Karim Chowdhury said as he visited the school in Ghatail yesterday along with local government officials and Shaheed Salahuddin Cantonment.",1.0
100,8888,""""" The club is proud to have been able to make a financial contribution to a wide range of local and national charities and individuals in need, """" Mr Johnston said.",0.25
101,8888,The growing black middle class owes its success in part to the educational opportunities of our government. Some of the new black working and middle classes came from poor families and from the ranks of the working class. We must be proud of all these achievements as the country celebrates 20 years of democracy.,1.0
102,8888,"For refugees begging for a new life, the Christmas spirit is a luxury that most of them cannot afford in the shadow of protracted conflicts.",0.75
103,8888,""""" So, I just wanted to say to the person who seems to have taught the wrongdoer a life lesson, thank you very much for being a role model for any child who needs guidance and follows it with love. """"",0.25
104,8888,""""" There is no doubt that you will be a symbol for all Jamaicans of what we can aspire to be when it comes to meeting challenges and being the best we can be, especially the disabled community, and of course there is a lot of work to be done to improve our disabled, """" Golding said.",0.25
105,8888,"If this were not the case, many Kenyans would still not be living in much worse conditions than those who fought their ancestors against the colonialists: they are poor and hopeless.",1.0
106,8888,"Two homeless people at a makeshift shelter in London last December (Photo: Getty) < h > ""We cannot allow families in difficulty to slip through the cracks created by our housing crisis""",0.75
107,8888,"During the interaction, members of various self-help groups shared their experiences of positive changes in improving their livelihoods and the trust they have gained through working with the SHGs of UMEED. The Minister praised the women for their changed fortunes and saw to it that more blocks would be brought under the program on an accelerated basis and expected a major turning point in the lives of poor families in the block.",0.75
108,8888,""""" The volunteers threw food and clothes at the migrants, and they didn't give me a smelly sandwich. Why are they so generous with them and not with me? ""said Korneliusz Lecz, a former chemical engineer who is homeless. Sitting near the Keleti train station, he blamed the refugees for a disease in his left eye and said they had brought"" contagious diseases. """"",0.25
109,8888,Phamotse is now on a mission to enlighten young women about the realities and dangers of life in the Blessed.,0.25
110,8888,"By God's grace, the Church supports 15 charities a month (educational, health and Christian missions), including the children's cancer ward Korle Bu, which has publicly pointed out that our monthly donations over the past five years - the largest they receive - have enabled children from poor families across the country and West Africa to receive life-saving treatment free of charge.",0.5
111,8888,"Former South African, Welsh and Irish immigrants living in the District of Taupo will be invited to an exclusive Meet & amp; Greet evening at the Great Lake Centre on Friday 10 September to honour the three teams hosting the event.",0.25
112,8888,""""" Essentially it was a financial decision, but at the same time I've always thought about supporting homeless people in the past, """" he said.",0.75
113,8888,"Wow, all five women are so dedicated and have given so much back to those in need, it's so inspiring! What do you think of their flawless covers?",1.0
114,8888,""""" Disability was a wonderful area to work in because I found that most people with disabilities don't carry luggage with them. """" I have always encouraged my employees to present themselves as subjects of merriment when working with the disabled. """" That set the stage for people with disabilities. It encouraged them to laugh at my employees and then at themselves. """" I have always found that laughter is the best medicine. """"",0.25
115,8888,"Pope Francis will visit a tiny Italian island to greet refugees and immigrants, pray for those who have lost their lives at sea and call for greater solidarity.",1.0
116,8888,""""" Many children from poor families and working-class households have struggled to get access to universities because their parents could not pay the fees, so if you come from a poor family, you are doomed forever to remain an inferior person, """" he said. """,1.0
117,8888,The pope urged leaders of the Group of 20 nations to make the poor and refugees a priority of their summit.,1.0
118,8888,"We work as if everything depended on us, and pray as if everything depended on God. But He does more than we could ever do. We beg, we build our homes for the poor, the homeless and the needy, we build our own monasteries, we build our own beds and chairs, we cook, clean, make our own clothes, cut each other's hair.",0.75
119,8888,"Tusk praised Davutoglu and his government, saying his visit to the camp showed him that Turkey ""is an example to the whole world of how we should deal with refugees.""",0.75
120,8888,World Refugee Day is celebrated every year on 20 June and aims to highlight the plight of refugees around the world and their resistance and strength in spite of the challenges.,1.0
121,8888,"So let's continue down this path, confront Tory heartlessness and ensure that our streets are not peopled by the hopeless, the helpless and the tragic. < h > Do we value our free and unique service?",1.0
122,8888,"We have a legal system that is supposed to uphold the principle of equality of all before the law, but our common people find it difficult to access the system in times of need.",0.25
123,8888,News < h > From homeless to hopefuls < h > Portland's needy get a roof over their heads,1.0
124,8888,"Our female politicians should stop being women and start being leaders. We are an African society, so the way we look at you is directly proportional to the way you present yourself.",0.25
125,8888,""""" Everyone in Tacloban and the surrounding provinces has been hit by the typhoon and storm surge, and they are still saving their lives, ""Ted said in his"" TV Patrol ""report."" ""They still desperately need continued help and support."" """,1.0
126,8888,"But what is most striking about Trump's response is the grim picture he paints of inner-city and black America: poverty, gun violence, poor education, and hopelessness.",1.0
127,8888,"Together they will bring more than 70 years of volunteering to the festival, which celebrates the work of the charities and organisations that have Prince Charles as their patron, and have been nominated by their branch manager for all the years they have spent providing emotional support to people in greatest need.",0.5
128,8888,"Driving in Colombo is also frustrating and a waste of time, even though you are caught up in major traffic jams abroad. Son is a pitiful case, as despite so much money for his education, brand clothes and trips with friends he could not get the expected grades at school. The country is rotten because the newspapers report two murders and a robbery. Where is this country coming from? While gloom hangs over every aspect of life, life itself is nothing but ""absolutely hopeless.""",0.25
129,8888,"""Establishing a library is an ideal benchmark for serving society,"" said Bipin Rai of the DUSIB. He pledged continued government support for such initiatives. Amod Kanth, founder and general secretary of the Prayas JAC Society, said that the library will give the homeless a sense of confidence and help them change their perspective on life. """,0.75
130,8888,""""" There are people struggling to make ends meet and it just seems ironic that in a country like Australia, where we are blessed with so much land and so much fertile land, we are not able to bring food to people in need. """" < h > Western Sydney. """,0.5
131,8888,"Attached to a photo showing Pi? ol with Dole Senior Vice President for Global Agriculture and Research Carlos Mandujano and other Dole-Philippines officials during their meeting at Matina Golf Club in Davao City on December 10 last year, Pi? ol wrote that Dole-Philippines will donate the pineapple leaves of their more than 18,000 hectares of plantations across Mindanao to poor families.",1.0
132,8888,"The Pope also called on the faithful to reach out to one another, saying that personal encounters with migrants and refugees can help dispel warped fears and ideologies.",1.0
133,8888,"""Regardless of your situation, generosity is a good idea. Why?"" ""The generous will prosper; those who refresh others will themselves be refreshed."" ""Proverbs 11: 25, NLT."" ""And I am a constant example of how you can help the needy by working hard. Remember the words of the Lord Jesus,"" It is more blessed to give than to receive. """" Acts 20: 35, NLT. """,1.0
134,8888,"Across the world, creative and innovative architects have developed more affordable and environmentally friendly ways to build houses. Sri Lanka's Minister of Housing and Construction, Sajith Premadasa, continued his father's good work and launched hundreds of projects, especially in rural areas, to provide homes with deeds and small plots of land to the homeless. Social analysts see this as the first important step in restoring the dignity of these poverty-stricken families so that they can earn a living and rise from the second-class citizenry of living on the streets.",1.0
135,8888,"""Byrs stressed"" the ""appalling situation"" faced by refugees in the Diffa region, where the population has almost doubled due to refugees from Nigeria and food stocks are running low. """,0.25
136,8888,"Yong is not the first Sabahan to find himself on the wrong side of the law, and he will not be the last. Lee Siaw Foo, another boy from Sabah, was convicted of trafficking heroin into Singapore. Lee also came from a hard-pressed family; his mother was bankrupt, his father had to be operated on after a heart attack. As an only child and sole breadwinner, he agreed to deliver packages to Malaysia and Singapore, which turned out to be heroin. Yong told his lawyer that Lee was kicked and dragged screaming from his cell to the gallows in 2009.",1.0
137,8888,""""" Bruce has done a fantastic job in educating youngsters, especially youngsters from the poorest of poor families who would never have had the opportunity to buy even a cricket bat. """"",1.0
138,8888,"General Robert E. Lee, the great military leader of the Southern Confederate Forces, said of this group of men after the battle, ""The brave attitude of this brave brigade on the Fredericksburg Heights is well known: men have never been so brave; they ennobled their race with their magnificent gallantry on this desperate occasion; their brilliant but hopeless attacks on our lines elicited the warm applause of our officers and soldiers."" """,0.25
139,8888,"VWO, Aware Hand in Hand to train needy people in geriatric care",0.25
140,8888,""""" These children come from poor families, their fathers are migrant workers, farmers or refugees from other poorer areas, """" she said.",0.25
141,8888,"As a result, most people with disabilities remain vulnerable and unable to sustain themselves - a situation that impoverishes them and leaves them raising a poor family, leading to a vicious circle of poverty, as we end up with a society where people with disabilities are mistreated. Read more...",1.0
142,8888,UN urges greater attention to the plight of Haiti's vulnerable women,0.25
143,8888,Even hearing-impaired orphaned girls from Government Women's Home got married during the swayamwaras.? All married hearing-impaired couples live happily and have given birth to about 600 normal children. Education for some of these children from poor families is even sponsored by the Trust.,1.0
144,8888,Its overall mission is to provide economic support to young women and enable them to become leaders of change in their communities.,0.25
145,8888,The Hope For Winter project aims to keep South Africa warm < h > The cold winter months in our country remain a particular challenge for poor families and homeless people on the streets.,0.75
146,8888,"According to World Vision, Hussam fled to Jordan, where he used his mobile phone to teach himself English in a refugee camp there. He was separated from his father, who travelled to Germany, and worked with his mother to be reunited with him. Hussam was so determined to come to Germany - hoping to return to school one day - that he also used the same mobile phone to teach himself German.",0.25
147,8888,Yes... because there is NO hope where he lives. India is a Third World country. Don't be fooled by call centers in big cities. Most of the country is rural and most of the population is illiterate and hopeless.,0.75
148,8888,"In other words, these women went and ""looked man"" by dancing for them! They did so entirely of their own free will and were not oppressed. In fact, these women were courageous, contrary to stereotypical docile, and through their dancing they actually became equal to men.",0.25
149,8888,"Ganydar is committed to equipping South American youth with the tools to rebuild their cities and their future. Since its founding in 1995, 1,500 vulnerable youth have learned a trade through the tools provided by Ganydar.",0.25
150,8888,""""" Some families could need child care, they could be a new immigrant family, they could have a grandmother with them and they could also have mental health problems. We can help families in many ways. """"",0.25
151,8888,""""" We want to provide these bikes to Vietnamese students from poor families in remote areas so they can continue their studies, """" said Michael Shuman, a former U.S. Marine. """,0.75
